¦~«×,ªÑ²¼¥N¸¹,ªÑ²¼¦WºÙ,°òª÷¥N¸¹,°òª÷Â²ºÙ,°òª÷¤¤¤å¦WºÙ,°òª÷­^¤å¦WºÙ,ETFÃþ«¬¥N¸¹,ETFÃþ«¬,¼Ðªº°Ï°ì¥N¸¹,¼Ðªº°Ï°ì,°òª÷Ãþ«¬,°lÂÜ«ü¼Æ¤¤¤å¦WºÙ,°lÂÜ«ü¼Æ­^¤å¦WºÙ,°lÂÜ«ü¼Æ¹ïÀ³¥N¸¹,«ü¼Æ°lÂÜ¤è¦¡,«ü¼Æ½s»s¾÷ºc,³sµ²¤§¼ÐªºETF,¼ÐªºETF°lÂÜ¤è¦¡,¼ÐªºETF¶O¥Î,°òª÷²Î½s,°ê»ÚÃÒ¨é½s½X,°òª÷¤W¥«¤é´Á,°òª÷¦¨¥ß¤é´Á,¤W¥«¤WÂd,ºb±ì­¿¼Æ,¥[±¾ETF,¥]§t¥~°ê¦¨¥÷ªÑ,¬O§_°t®§,­ì¹ô¹ô§O,¥æ©ö¹ô§O,°lÂÜ«ü¼Æ¹ô§O,°ê¤º«OºÞ»È¦æ¥N¸¹,°ê¤º«OºÞ»È¦æ,°ê¥~«OºÞ»È¦æ¥N¸¹,°ê¥~«OºÞ»È¦æ,¥æ©ö³æ¦ì,¥æ©ö»ù®æ,¥æ©ö®É¶¡,¤É­°³æ¦ì,º¦¶^´T«×(%),«H¥Î¥æ©ö,ÃÒ¨é¥æ©öµ|,¥æ©ö¤âÄò¶O¶O²v,ºÞ²z¶O(%),«OºÞ¶O(%),°òª÷¸g²z¤½¥q,¥ÓÁÊ¶R¦^¤è¦¡,¥ÓÁÊ¶R¦^¥Ó³ø®É¶¡,¥ÓÁÊ¶R¦^°ò¥»³æ¦ì(¤d),¥ÓÁÊ¤âÄò¶O(%),¶R¦^¤âÄò¶O(%),°òª÷Á`¾÷,°òª÷¦a§},°òª÷¸³¨Æªø,°òª÷µo¨¥¤H,°òª÷Á`¸g²z,°òª÷¥N²zµo¨¥¤H,°òª÷§ë¸ê¸g²z¤H,°òª÷Á`¥N²z¤H,¹L¤á¾÷ºc,¹L¤á¹q¸Ü,¹L¤á¦a§},³Æµù,RTIME
2019,0050,¤¸¤j¥xÆW50,98636601,¤¸¤j¥xÆW50,¤¸¤j¥xÆW¨ô¶V50ÃÒ¨é§ë¸ê«H°U°òª÷,Yuanta/P-shares Taiwan Top 50 ETF,A,°ê¤º«ü¼ÆªÑ²¼«¬,TW,»OÆW,°ê¤º¦¨¤ÀÃÒ¨é«ü¼ÆªÑ²¼«¬°òª÷,»OÆW50«ü¼Æ,,TWA50,§¹¥þ½Æ»sªk,»OÆWÃÒ¨é¥æ©ö©Ò»PFTSE¦X§@½s»s,,,,98764389,TW0000050004,20030630,20030625,1,1,,§_,¥b¦~°t,,NTD,NTD,5841,¤¤°ê«H°U°Ó·~»È¦æ,,,1000,¨C¨ü¯qÅv³æ¦ì¬°·Ç,¦P¤@¯ëªÑ²¼(¤W¤È9®É¦Ü¤U¤È1®É30¤À),¨C¨ü¯qÅv³æ¦ì¥«»ù¥¼º¡50¤¸ªÌ¬°1¤À¡F50¤¸¥H¤W¬°5¤À,10,¤W¥«·í¤é§Y¾A¥Î¡A¥B¿Ä¨é½æ¥XµL¥­½L¥H¤U¤£±o©ñªÅ­­¨î,0.001,¦P¤W¥«ÃÒ¨é¡A¥ÑÃÒ¨é°Ó­q©w¡A¦ý¤£±o¶W¹L¤d¤À¤§¤@¡D¥|¤G¤­,0.32,0.035,¤¸¤jÃÒ¨é§ë¸ê«H°UªÑ¥÷¦³­­¤½¥q,¹êª«¥ÓÁÊ/Å«¦^,¤W¤È9®É¦Ü¤U¤È3®É30¤À,500,³Ì°ª¤£±o¶W¹L¥»°òª÷¨C¨ü¯qÅv³æ¦ì²b¸ê²£»ù­È2%,³Ì°ª¤£±o¶W¹L¥»°òª÷¨C¨ü¯qÅv³æ¦ì²b¸ê²£»ù­È¤§1%,(02)27175555,¥x¥_¥«¤¤¤s°Ï«n¨ÊªF¸ô¤T¬q219¸¹11¼Ó,¶À¥j±l,¼B©v¸t,¼B©v¸t,¶À¬L´Å,±i¬ü´D,,»OÆW¶°¤¤«OºÞµ²ºâ©ÒªÑ¥÷¦³­­¤½¥q,(02)27195805,¥x¥_¥«´_¿³¥_¸ô363¸¹11¼Ó,,293964949
2019,0051,¤¸¤j¤¤«¬100,98636817,¤¸¤j¤¤«¬100,¤¸¤j¥xÆW¤¤«¬100ÃÒ¨é§ë¸ê«H°U°òª÷,Yuanta/P-shares Taiwan Mid-Cap 100 ETF,A,°ê¤º«ü¼ÆªÑ²¼«¬,TW,»OÆW,°ê¤º¦¨¤ÀÃÒ¨é«ü¼ÆªÑ²¼«¬°òª÷,»OÆW¤¤«¬100«ü¼Æ,,TWA51,§¹¥þ½Æ»sªk,»OÆWÃÒ¨é¥æ©ö©Ò»PFTSE¦X§@½s»s,,,,48772770,TW0000051002,20060831,20060824,1,1,,§_,¦~°t,,NTD,NTD,5848,¥x·s°ê»Ú°Ó·~»È¦æ,,,1000,¨C¨ü¯qÅv³æ¦ì¬°·Ç,¦P¤@¯ëªÑ²¼(¤W¤È9®É¦Ü¤U¤È1®É30¤À),¨C¨ü¯qÅv³æ¦ì¥«»ù¥¼º¡50¤¸ªÌ¬°1¤À¡F50¤¸¥H¤W¬°5¤À,10,¤W¥«·í¤é§Y¾A¥Î¡A¥B¿Ä¨é½æ¥XµL¥­½L¥H¤U¤£±o©ñªÅ­­¨î,0.001,¦P¤W¥«ÃÒ¨é¡A¥ÑÃÒ¨é°Ó­q©w¡A¦ý¤£±o¶W¹L¤d¤À¤§¤@¡D¥|¤G¤­,0.40,0.035,¤¸¤jÃÒ¨é§ë¸ê«H°UªÑ¥÷¦³­­¤½¥q,¹êª«¥ÓÁÊ/Å«¦^,¤W¤È9®É¦Ü¤U¤È3®É30¤À,500,³Ì°ª¤£¶W¹L¨C¨ü¯qÅv³æ¦ì²b¸ê²£»ù­È2%,³Ì°ª¤£¶W¹L¨C¨ü¯qÅv³æ¦ì²b¸ê²£»ù­È1%,(02)27175555,¥x¥_¥«¤¤¤s°Ï«n¨ÊªF¸ô¤T¬q219¸¹11¼Ó,¶À¥j±l,¼B©v¸t,¼B©v¸t,¶À¬L´Å,³\¶®´f,,»OÆW¶°¤¤«OºÞµ²ºâ©ÒªÑ¥÷¦³­­¤½¥q,(02)27195805,¥x¥_¥«´_¿³¥_¸ô363¸¹11¼Ó,,292200611
2019,0052,´I¨¹¬ì§Þ,98636823,´I¨¹¬ì§Þ,´I¨¹¥xÆW¬ì§Þ«ü¼ÆÃÒ¨é§ë¸ê«H°U°òª÷,Fubon Taiwan Technology Tracker Fund,A,°ê¤º«ü¼ÆªÑ²¼«¬,TW,»OÆW,°ê¤º¦¨¤ÀÃÒ¨é«ü¼ÆªÑ²¼«¬°òª÷,»OÆW¸ê°T¬ì§Þ«ü¼Æ,,TWA52,§¹¥þ½Æ»sªk,»OÆWÃÒ¨é¥æ©ö©Ò»PFTSE¦X§@½s»s,,,,48790067,TW0000052000,20060912,20060828,1,1,,§_,¦~°t,,NTD,NTD,5848,¥x·s°ê»Ú°Ó·~»È¦æ,,,1000,¨C¨ü¯qÅv³æ¦ì¬°·Ç,¦P¤@¯ëªÑ²¼(¤W¤È9®É¦Ü¤U¤È1®É30¤À),¨C¨ü¯qÅv³æ¦ì¥«»ù¥¼º¡50¤¸ªÌ¬°1¤À¡F50¤¸¥H¤W¬°5¤À,10,¤W¥«·í¤é§Y¾A¥Î¡A¥B¿Ä¨é½æ¥XµL¥­½L¥H¤U¤£±o©ñªÅ­­¨î,0.001,¦P¤W¥«ÃÒ¨é¡A¥ÑÃÒ¨é°Ó­q©w¡A¦ý¤£±o¶W¹L¤d¤À¤§¤@¡D¥|¤G¤­,0.15,0.035,´I¨¹ÃÒ¨é§ë¸ê«H°UªÑ¥÷¦³­­¤½¥q,²{ª÷¥ÓÁÊ/Å«¦^,¤W¤È9®É¦Ü¤U¤È3®É30¤À,500,0,0,(02)8771-6688,¥x¥_¥«´°¤Æ«n¸ô¤@¬q108¸¹8¼Ó,­J¼w¿³,­J¼w¿³,§õ©ú¦{,§õ©ú¦{,Öß·ç¯q,,´I¨¹ÃÒ¨é§ë¸ê«H°UªÑ¥÷¦³­­¤½¥q,(02)8771-6688,¥x¥_¥«´°¤Æ«n¸ô¤@¬q108¸¹8¼Ó,,292200611
2019,0053,¤¸¤j¹q¤l,98636889,¤¸¤j¹q¤l,¤¸¤j¥xÆWETF³Ê«¬ÃÒ¨é§ë¸ê«H°U°òª÷¤§¹q¤l¬ì§ÞÃÒ¨é§ë¸ê«H°U°òª÷,Yuanta/P-shares Taiwan Electronics Tech ETF,A,°ê¤º«ü¼ÆªÑ²¼«¬,TW,»OÆW,°ê¤º¦¨¤ÀÃÒ¨é«ü¼ÆªÑ²¼«¬°òª÷,¹q¤lÃþ¥[ÅvªÑ»ù«ü¼Æ,,TWB23,¥Nªí©Ê©â¼Ë½Æ»sªk,»OÆWÃÒ¨é¥æ©ö©Ò½s»s,,,,48903196,TW0000053008,20070716,20070704,1,1,,§_,¦~°t,,NTD,NTD,5841,¤¤°ê«H°U°Ó·~»È¦æ,,,1000,¨C¨ü¯qÅv³æ¦ì¬°·Ç,¦P¤@¯ëªÑ²¼(¤W¤È9®É¦Ü¤U¤È1®É30¤À),¨C¨ü¯qÅv³æ¦ì¥«»ù¥¼º¡50¤¸ªÌ¬°1¤À¡F50¤¸¥H¤W¬°5¤À,10,¤W¥«·í¤é§Y¾A¥Î¡A¥B¿Ä¨é½æ¥XµL¥­½L¥H¤U¤£±o©ñªÅ­­¨î,0.001,¦P¤W¥«ÃÒ¨é¡A¥ÑÃÒ¨é°Ó­q©w¡A¦ý¤£±o¶W¹L¤d¤À¤§¤@¡D¥|¤G¤­,0.40,0.04,¤¸¤jÃÒ¨é§ë¸ê«H°UªÑ¥÷¦³­­¤½¥q,¹êª«¥ÓÁÊ/Å«¦^,¤W¤È9®É¦Ü¤U¤È3®É30¤À,500,³Ì°ª¤£¶W¹Lµo¦æ»ù®æ2.0%,³Ì°ª¤£¶W¹L¨C¨ü¯qÅv³æ¦ì²b¸ê²£»ù­È1%,(02)27175555,¥x¥_¥«¤¤¤s°Ï«n¨ÊªF¸ô¤T¬q219¸¹11¼Ó,¶À¥j±l,¼B©v¸t,¼B©v¸t,¶À¬L´Å,³\¶®´f,,»OÆW¶°¤¤«OºÞµ²ºâ©ÒªÑ¥÷¦³­­¤½¥q,(02)27195805,¥x¥_¥«´_¿³¥_¸ô363¸¹11¼Ó,,292365001
2019,0054,¤¸¤j¥x°Ó50,98636890,¤¸¤j¥x°Ó50,¤¸¤j¥xÆWETF³Ê«¬ÃÒ¨é§ë¸ê«H°U°òª÷¤§¥x°Ó¦¬¦¨ÃÒ¨é§ë¸ê«H°U°òª÷,Yuanta/P-shares S&P Custom China Play 50 ETF,A,°ê¤º«ü¼ÆªÑ²¼«¬,TW,»OÆW,°ê¤º¦¨¤ÀÃÒ¨é«ü¼ÆªÑ²¼«¬°òª÷,S&P¥x°Ó¦¬¦¨«ü¼Æ,,POLCP.TW,§¹¥þ½Æ»sªk,Standard & Poor's Financial Services LLC,,,,48903180,TW0000054006,20070716,20070704,1,1,,§_,¦~°t,,NTD,NTD,5841,¤¤°ê«H°U°Ó·~»È¦æ,,,1000,¨C¨ü¯qÅv³æ¦ì¬°·Ç,¦P¤@¯ëªÑ²¼(¤W¤È9®É¦Ü¤U¤È1®É30¤À),¨C¨ü¯qÅv³æ¦ì¥«»ù¥¼º¡50¤¸ªÌ¬°1¤À¡F50¤¸¥H¤W¬°5¤À,10,¤W¥«·í¤é§Y¾A¥Î¡A¥B¿Ä¨é½æ¥XµL¥­½L¥H¤U¤£±o©ñªÅ­­¨î,0.001,¦P¤W¥«ÃÒ¨é¡A¥ÑÃÒ¨é°Ó­q©w¡A¦ý¤£±o¶W¹L¤d¤À¤§¤@¡D¥|¤G¤­,0.400,0.035,¤¸¤jÃÒ¨é§ë¸ê«H°UªÑ¥÷¦³­­¤½¥q,¹êª«¥ÓÁÊ/Å«¦^,¤W¤È9®É¦Ü¤U¤È3®É30¤À,500,³Ì°ª¤£¶W¹Lµo¦æ»ù®æ2.0%,³Ì°ª¤£¶W¹L¨C¨ü¯qÅv³æ¦ì²b¸ê²£»ù­È1%,(02)27175555,¥x¥_¥«¤¤¤s°Ï«n¨ÊªF¸ô¤T¬q219¸¹11¼Ó,¶À¥j±l,¼B©v¸t,¼B©v¸t,¶À¬L´Å,³\¶®´f,,»OÆW¶°¤¤«OºÞµ²ºâ©ÒªÑ¥÷¦³­­¤½¥q,(02)27195805,¥x¥_¥«´_¿³¥_¸ô363¸¹11¼Ó,,292200611
2019,0055,¤¸¤jMSCIª÷¿Ä,98636891,¤¸¤jMSCIª÷¿Ä,¤¸¤j¥xÆWETF³Ê«¬ÃÒ¨é§ë¸ê«H°U°òª÷¤§ª÷¿ÄÃÒ¨é§ë¸ê«H°U°òª÷,Yuanta/P-shares MSCI Taiwan Financials ETF,A,°ê¤º«ü¼ÆªÑ²¼«¬,TW,»OÆW,°ê¤º¦¨¤ÀÃÒ¨é«ü¼ÆªÑ²¼«¬°òª÷,MSCI¥xÆWª÷¿Ä«ü¼Æ,,#TAFMSCI,§¹¥þ½Æ»sªk,MSCI Inc.,,,,48903175,TW0000055003,20070716,20070704,1,1,,§_,¦~°t,,NTD,NTD,5835,°ê®õ¥@µØ°Ó·~»È¦æ,,,1000,¨C¨ü¯qÅv³æ¦ì¬°·Ç,¦P¤@¯ëªÑ²¼(¤W¤È9®É¦Ü¤U¤È1®É30¤À),¨C¨ü¯qÅv³æ¦ì¥«»ù¥¼º¡50¤¸ªÌ¬°1¤À¡F50¤¸¥H¤W¬°5¤À,10,¤W¥«·í¤é§Y¾A¥Î¡A¥B¿Ä¨é½æ¥XµL¥­½L¥H¤U¤£±o©ñªÅ­­¨î,0.001,¦P¤W¥«ÃÒ¨é¡A¥ÑÃÒ¨é°Ó­q©w¡A¦ý¤£±o¶W¹L¤d¤À¤§¤@¡D¥|¤G¤­,0.400,0.035,¤¸¤jÃÒ¨é§ë¸ê«H°UªÑ¥÷¦³­­¤½¥q,¹êª«¥ÓÁÊ/Å«¦^,¤W¤È9®É¦Ü¤U¤È3®É30¤À,500,³Ì°ª¤£¶W¹Lµo¦æ»ù®æ2.0%,³Ì°ª¤£¶W¹L¨C¨ü¯qÅv³æ¦ì²b¸ê²£»ù­È1%,(02)27175555,¥x¥_¥«¤¤¤s°Ï«n¨ÊªF¸ô¤T¬q219¸¹11¼Ó,¶À¥j±l,¼B©v¸t,¼B©v¸t,¶À¬L´Å,³\¶®´f,,»OÆW¶°¤¤«OºÞµ²ºâ©ÒªÑ¥÷¦³­­¤½¥q,(02)27195805,¥x¥_¥«´_¿³¥_¸ô363¸¹11¼Ó,,293864836
2019,0056,¤¸¤j°ªªÑ®§,98636930,¤¸¤j°ªªÑ®§,¤¸¤j¥xÆW°ªªÑ®§ÃÒ¨é§ë¸ê«H°U°òª÷,Yuanta/P-shares Taiwan Dividend Plus ETF,A,°ê¤º«ü¼ÆªÑ²¼«¬,TW,»OÆW,°ê¤º¦¨¤ÀÃÒ¨é«ü¼ÆªÑ²¼«¬°òª÷,»OÆW°ªªÑ®§«ü¼Æ,,TWA54,§¹¥þ½Æ»sªk,»OÆWÃÒ¨é¥æ©ö©Ò»PFTSE¦X§@½s»s,,,,48966213,TW0000056001,20071226,20071213,1,1,,§_,¦~°t,,NTD,NTD,5835,°ê®õ¥@µØ°Ó·~»È¦æ,,,1000,¨C¨ü¯qÅv³æ¦ì¬°·Ç,¦P¤@¯ëªÑ²¼(¤W¤È9®É¦Ü¤U¤È1®É30¤À),¨C¨ü¯qÅv³æ¦ì¥«»ù¥¼º¡50¤¸ªÌ¬°1¤À¡F50¤¸¥H¤W¬°5¤À,10,¤W¥«·í¤é§Y¾A¥Î¡A¥B¿Ä¨é½æ¥XµL¥­½L¥H¤U¤£±o©ñªÅ­­¨î,0.001,¦P¤W¥«ÃÒ¨é¡A¥ÑÃÒ¨é°Ó­q©w¡A¦ý¤£±o¶W¹L¤d¤À¤§¤@¡D¥|¤G¤­,0.400,0.035,¤¸¤jÃÒ¨é§ë¸ê«H°UªÑ¥÷¦³­­¤½¥q,¹êª«¥ÓÁÊ/Å«¦^,¤W¤È9®É¦Ü¤U¤È3®É30¤À,500,³Ì°ª¤£¶W¹L¨C¨ü¯qÅv³æ¦ì²b¸ê²£»ù­È2%,³Ì°ª¤£¶W¹L¨C¨ü¯qÅv³æ¦ì²b¸ê²£»ù­È1%,(02)27175555,¥x¥_¥«¤¤¤s°Ï«n¨ÊªF¸ô¤T¬q219¸¹11¼Ó,¶À¥j±l,¼B©v¸t,¼B©v¸t,¶À¬L´Å,ªL¨}¤@,,»OÆW¶°¤¤«OºÞµ²ºâ©ÒªÑ¥÷¦³­­¤½¥q,(02)27195805,¥x¥_¥«´_¿³¥_¸ô363¸¹11¼Ó,,293964949
2019,0057,´I¨¹¼¯¥x,98636940,´I¨¹¼¯¥x,´I¨¹¥xÆWETF³Ê«¬ÃÒ¨é§ë¸ê«H°U°òª÷¤§¥xÆW¼¯®Ú«ü¼ÆªÑ²¼«¬°òª÷,FUBON MSCI TAIWAN ETF,A,°ê¤º«ü¼ÆªÑ²¼«¬,TW,»OÆW,°ê¤º¦¨¤ÀÃÒ¨é«ü¼ÆªÑ²¼«¬°òª÷,MSCI»OÆW«ü¼Æ,,#TAMSCI,§¹¥þ½Æ»sªk,MSCI Inc.,,,,48975156,TW0000057009,20080227,20080214,1,1,,§_,¦~°t,,NTD,NTD,5848,¥x·s°ê»Ú°Ó·~»È¦æ,,,1000,¨C¨ü¯qÅv³æ¦ì¬°·Ç,¦P¤@¯ëªÑ²¼(¤W¤È9®É¦Ü¤U¤È1®É30¤À),¨C¨ü¯qÅv³æ¦ì¥«»ù¥¼º¡50¤¸ªÌ¬°1¤À¡F50¤¸¥H¤W¬°5¤À,10,¤W¥«·í¤é§Y¾A¥Î¡A¥B¿Ä¨é½æ¥XµL¥­½L¥H¤U¤£±o©ñªÅ­­¨î,0.001,¦P¤W¥«ÃÒ¨é¡A¥ÑÃÒ¨é°Ó­q©w¡A¦ý¤£±o¶W¹L¤d¤À¤§¤@¡D¥|¤G¤­,0.15,0.035,´I¨¹ÃÒ¨é§ë¸ê«H°UªÑ¥÷¦³­­¤½¥q,¹êª«¥ÓÁÊ/Å«¦^,¤W¤È9®É¦Ü¤U¤È3®É30¤À,500,0.6%,0,(02)8771-6688,¥x¥_¥«´°¤Æ«n¸ô¤@¬q108¸¹8¼Ó,­J¼w¿³,­J¼w¿³,§õ©ú¦{,§õ©ú¦{,Â²§B®e,,´I¨¹ÃÒ¨é§ë¸ê«H°UªÑ¥÷¦³­­¤½¥q,(02)8771-6688,¥x¥_¥«´°¤Æ«n¸ô¤@¬q108¸¹8¼Ó,,292200611
2019,0058,´I¨¹µo¹F,98636942,´I¨¹µo¹F,´I¨¹¥xÆWETF³Ê«¬ÃÒ¨é§ë¸ê«H°U°òª÷¤§¥xÆWµo¹F«ü¼ÆªÑ²¼«¬°òª÷,FUBON TAIWAN EIGHT INDUSTRIES ETF,A,°ê¤º«ü¼ÆªÑ²¼«¬,TW,»OÆW,°ê¤º¦¨¤ÀÃÒ¨é«ü¼ÆªÑ²¼«¬°òª÷,»OÆWµo¹F«ü¼Æ,,TWA53,§¹¥þ½Æ»sªk,»OÆWÃÒ¨é¥æ©ö©Ò»PFTSE¦X§@½s»s,,,,48977083,TW0000058007,20080227,20080214,1,1,,§_,¦~°t,,NTD,NTD,5841,¤¤°ê«H°U°Ó·~»È¦æ,,,1000,¨C¨ü¯qÅv³æ¦ì¬°·Ç,¦P¤@¯ëªÑ²¼(¤W¤È9®É¦Ü¤U¤È1®É30¤À),¨C¨ü¯qÅv³æ¦ì¥«»ù¥¼º¡50¤¸ªÌ¬°1¤À¡F50¤¸¥H¤W¬°5¤À,10,¤W¥«·í¤é§Y¾A¥Î¡A¥B¿Ä¨é½æ¥XµL¥­½L¥H¤U¤£±o©ñªÅ­­¨î,0.001,¦P¤W¥«ÃÒ¨é¡A¥ÑÃÒ¨é°Ó­q©w¡A¦ý¤£±o¶W¹L¤d¤À¤§¤@¡D¥|¤G¤­,0.15,0.035,´I¨¹ÃÒ¨é§ë¸ê«H°UªÑ¥÷¦³­­¤½¥q,¹êª«¥ÓÁÊ/Å«¦^,¤W¤È9®É¦Ü¤U¤È3®É30¤À,500,0.6%,0,(02)8771-6688,¥x¥_¥«´°¤Æ«n¸ô¤@¬q108¸¹8¼Ó,­J¼w¿³,­J¼w¿³,§õ©ú¦{,§õ©ú¦{,Â²§B®e,,´I¨¹ÃÒ¨é§ë¸ê«H°UªÑ¥÷¦³­­¤½¥q,(02)8771-6688,¥x¥_¥«´°¤Æ«n¸ô¤@¬q108¸¹8¼Ó,,292200611
2019,0059,´I¨¹ª÷¿Ä,98636941,´I¨¹ª÷¿Ä,´I¨¹¥xÆWETF³Ê«¬ÃÒ¨é§ë¸ê«H°U°òª÷¤§¥xÆWª÷¿Ä«ü¼ÆªÑ²¼«¬°òª÷,FUBON TAIWAN FINANCE ETF,A,°ê¤º«ü¼ÆªÑ²¼«¬,TW,»OÆW,°ê¤º¦¨¤ÀÃÒ¨é«ü¼ÆªÑ²¼«¬°òª÷,ª÷¿Ä«OÀIÃþªÑ«ü¼Æ,,TWB28,³Ì¨Î¤Æªk,»OÆWÃÒ¨é¥æ©ö©Ò,,,,48975162,TW0000059005,20080227,20080214,1,1,,§_,¦~°t,,NTD,NTD,5841,¤¤°ê«H°U°Ó·~»È¦æ,,,1000,¨C¨ü¯qÅv³æ¦ì¬°·Ç,¦P¤@¯ëªÑ²¼(¤W¤È9®É¦Ü¤U¤È1®É30¤À),¨C¨ü¯qÅv³æ¦ì¥«»ù¥¼º¡50¤¸ªÌ¬°1¤À¡F50¤¸¥H¤W¬°5¤À,10,¤W¥«·í¤é§Y¾A¥Î¡A¥B¿Ä¨é½æ¥XµL¥­½L¥H¤U¤£±o©ñªÅ­­¨î,0.001,¦P¤W¥«ÃÒ¨é¡A¥ÑÃÒ¨é°Ó­q©w¡A¦ý¤£±o¶W¹L¤d¤À¤§¤@¡D¥|¤G¤­,0.15,0.035,´I¨¹ÃÒ¨é§ë¸ê«H°UªÑ¥÷¦³­­¤½¥q,¹êª«¥ÓÁÊ/Å«¦^,¤W¤È9®É¦Ü¤U¤È3®É30¤À,500,0.6%,0,(02)8771-6688,¥x¥_¥«´°¤Æ«n¸ô¤@¬q108¸¹8¼Ó,­J¼w¿³,­J¼w¿³,§õ©ú¦{,§õ©ú¦{,Öß·ç¯q,,´I¨¹ÃÒ¨é§ë¸ê«H°UªÑ¥÷¦³­­¤½¥q,(02)8771-6688,¥x¥_¥«´°¤Æ«n¸ô¤@¬q108¸¹8¼Ó,,292200611
2019,0061,¤¸¤jÄ_º­²`,98637011,¤¸¤jÄ_º­²`,¤¸¤j¼Ð´¼º­²`300ÃÒ¨é§ë¸ê«H°U°òª÷,W.I.S.E. Yuanta/P-shares CSI 300 ETF,D,³sµ²¦¡«ü¼ÆªÑ²¼«¬,CN,¤¤°ê,³sµ²¦¡ÃÒ¨é«ü¼ÆªÑ²¼«¬°òª÷,º­²`300«ü¼Æ,,000300.SS,,¤¤ÃÒ«ü¼Æ¦³­­¤½¥q,¼Ð´¼º­²`300¤¤°ê«ü¼Æ°òª÷,¦X¦¨½Æ»sªk¡A§ë¸êAXP¥æ©ö¹ï¤â©Òµo¦æ¤§AXP¥H°lÂÜ«ü¼Æ¡A¨C¤@ÀÉAXP¬O»P¤@ÀÉAªÑ©Î¤@Äx¤lAªÑ³sµ²ªº°Ó«~(¥]§t¦ý¤£­­©ó»{ÁÊÅvÃÒ¡B²¼¾Ú©Î°Ñ»PÃÒ®Ñ),1.39% (¼Ð´¼º­²`300ETF¥Ø«e¤§¸g²z¶O0.99% + AXP¦s¸m¶O¥Î0.3% + ¨ä¥L¶O¥Î0.1%),25610486,TW0000061001,20090817,20090804,1,1,,¬O,¤£°t®§,,NTD,CNY,5841,¤¤°ê«H°U°Ó·~»È¦æ,030,¬ü°Ó¹D´I»È¦æ,1000,¨C¨ü¯qÅv³æ¦ì¬°·Ç,¦P¤@¯ëªÑ²¼(¤W¤È9®É¦Ü¤U¤È1®É30¤À),¨C¨ü¯qÅv³æ¦ì¥«»ù¥¼º¡50¤¸ªÌ¬°1¤À¡F50¤¸¥H¤W¬°5¤À,,¤W¥«·í¤é§Y¾A¥Î¡A¥B¿Ä¨é½æ¥XµL¥­½L¥H¤U¤£±o©ñªÅ­­¨î,0.001,¦P¤W¥«ÃÒ¨é¡A¥ÑÃÒ¨é°Ó­q©w¡A¦ý¤£±o¶W¹L¤d¤À¤§¤@¡D¥|¤G¤­,0.30,0.10,¤¸¤jÃÒ¨é§ë¸ê«H°UªÑ¥÷¦³­­¤½¥q,²{ª÷¥ÓÁÊ¶R¦^,¤W¤È9®É¦Ü¤¤¤È12®É30¤À,500,³Ì°ª¤£±o¶W¹L¨C¨ü¯qÅv³æ¦ì²b¸ê²£»ù­È¦Ê¤À¤§¤@,³Ì°ª¤£±o¶W¹L¥»°òª÷¨C¨ü¯qÅv³æ¦ì²b¸ê²£»ù­È¦Ê¤À¤§¤@,(02)27175555,¥x¥_¥«¤¤¤s°Ï«n¨ÊªF¸ô¤T¬q219¸¹11¼Ó,¶À¥j±l,¼B©v¸t,¼B©v¸t,¶À¬L´Å,¿c¥Ã²»,,»OÆW¶°¤¤«OºÞµ²ºâ©ÒªÑ¥÷¦³­­¤½¥q,(02)27195805,¥x¥_¥«´_¿³¥_¸ô363¸¹11¼Ó,,293764971
